Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BL0,O3,15/03/2018 17:00,45.50000,ug m-3,R
BL0,O3,15/03/2018 18:00,34.40000,ug m-3,R
BL0,O3,15/03/2018 19:00,32.00000,ug m-3,R
BL0,O3,15/03/2018 20:00,21.00000,ug m-3,R
BL0,O3,15/03/2018 21:00,4.20000,ug m-3,R
BL0,O3,15/03/2018 22:00,8.20000,ug m-3,R
BL0,O3,15/03/2018 23:00,5.80000,ug m-3,R
BL0,O3,16/03/2018 00:00,5.40000,ug m-3,R
BL0,O3,16/03/2018 01:00,32.30000,ug m-3,R
BL0,O3,16/03/2018 02:00,64.00000,ug m-3,R
BL0,O3,16/03/2018 03:00,73.00000,ug m-3,R
BL0,O3,16/03/2018 04:00,74.50000,ug m-3,R
BL0,O3,16/03/2018 05:00,66.90000,ug m-3,R
BL0,O3,16/03/2018 06:00,51.60000,ug m-3,R
BL0,O3,16/03/2018 07:00,47.20000,ug m-3,R
BL0,O3,16/03/2018 08:00,49.70000,ug m-3,R
BL0,O3,16/03/2018 09:00,59.50000,ug m-3,R
BL0,O3,16/03/2018 10:00,61.30000,ug m-3,R
BL0,O3,16/03/2018 11:00,68.20000,ug m-3,R
BL0,O3,16/03/2018 12:00,65.30000,ug m-3,R
BL0,O3,16/03/2018 13:00,67.50000,ug m-3,R
BL0,O3,16/03/2018 14:00,60.60000,ug m-3,R
BL0,O3,16/03/2018 15:00,52.10000,ug m-3,R
BL0,O3,16/03/2018 16:00,58.30000,ug m-3,R
BL0,O3,16/03/2018 17:00,46.30000,ug m-3,R
BL0,O3,16/03/2018 18:00,29.40000,ug m-3,R
BL0,O3,16/03/2018 19:00,16.50000,ug m-3,R
BL0,O3,16/03/2018 20:00,6.70000,ug m-3,R
BL0,O3,16/03/2018 21:00,2.90000,ug m-3,R
BL0,O3,16/03/2018 22:00,22.80000,ug m-3,R
BL0,O3,16/03/2018 23:00,27.40000,ug m-3,R
BL0,O3,17/03/2018 00:00,27.10000,ug m-3,R
BL0,O3,17/03/2018 01:00,17.20000,ug m-3,R
BL0,O3,17/03/2018 02:00,13.10000,ug m-3,R
BL0,O3,17/03/2018 03:00,23.10000,ug m-3,R
BL0,O3,17/03/2018 04:00,34.60000,ug m-3,R
BL0,O3,17/03/2018 05:00,39.10000,ug m-3,R
BL0,O3,17/03/2018 06:00,43.20000,ug m-3,R
BL0,O3,17/03/2018 07:00,44.00000,ug m-3,R
BL0,O3,17/03/2018 08:00,39.00000,ug m-3,R
BL0,O3,17/03/2018 09:00,40.10000,ug m-3,R
BL0,O3,17/03/2018 10:00,44.20000,ug m-3,R
BL0,O3,17/03/2018 11:00,48.30000,ug m-3,R
BL0,O3,17/03/2018 12:00,46.30000,ug m-3,R
BL0,O3,17/03/2018 13:00,48.30000,ug m-3,R
BL0,O3,17/03/2018 14:00,49.00000,ug m-3,R
BL0,O3,17/03/2018 15:00,48.00000,ug m-3,R
BL0,O3,17/03/2018 16:00,45.40000,ug m-3,R
BL0,O3,17/03/2018 17:00,46.30000,ug m-3,R
BL0,O3,17/03/2018 18:00,43.20000,ug m-3,R
BL0,O3,17/03/2018 19:00,42.40000,ug m-3,R
BL0,O3,17/03/2018 20:00,42.30000,ug m-3,R
BL0,O3,17/03/2018 21:00,41.90000,ug m-3,R
BL0,O3,17/03/2018 22:00,39.60000,ug m-3,R
BL0,O3,17/03/2018 23:00,43.90000,ug m-3,R
BL0,O3,18/03/2018 00:00,41.60000,ug m-3,R
BL0,O3,18/03/2018 01:00,47.90000,ug m-3,R
BL0,O3,18/03/2018 02:00,45.70000,ug m-3,R
BL0,O3,18/03/2018 03:00,46.10000,ug m-3,R
BL0,O3,18/03/2018 04:00,42.40000,ug m-3,R
BL0,O3,18/03/2018 05:00,45.60000,ug m-3,R
BL0,O3,18/03/2018 06:00,41.00000,ug m-3,R
BL0,O3,18/03/2018 07:00,41.30000,ug m-3,R
BL0,O3,18/03/2018 08:00,41.60000,ug m-3,R
BL0,O3,18/03/2018 09:00,48.60000,ug m-3,R
BL0,O3,18/03/2018 10:00,44.10000,ug m-3,R
BL0,O3,18/03/2018 11:00,43.30000,ug m-3,R
BL0,O3,18/03/2018 12:00,42.60000,ug m-3,R
BL0,O3,18/03/2018 13:00,42.00000,ug m-3,R
BL0,O3,18/03/2018 14:00,40.60000,ug m-3,R
BL0,O3,18/03/2018 15:00,43.30000,ug m-3,R
BL0,O3,18/03/2018 16:00,41.30000,ug m-3,R
BL0,O3,18/03/2018 17:00,32.70000,ug m-3,R
BL0,O3,18/03/2018 18:00,32.90000,ug m-3,R
BL0,O3,18/03/2018 19:00,38.40000,ug m-3,R
BL0,O3,18/03/2018 20:00,35.60000,ug m-3,R
BL0,O3,18/03/2018 21:00,32.80000,ug m-3,R
BL0,O3,18/03/2018 22:00,36.80000,ug m-3,R
BL0,O3,18/03/2018 23:00,45.00000,ug m-3,R
BL0,O3,19/03/2018 00:00,42.60000,ug m-3,R
BL0,O3,19/03/2018 01:00,53.70000,ug m-3,R
BL0,O3,19/03/2018 02:00,58.90000,ug m-3,R
BL0,O3,19/03/2018 03:00,59.00000,ug m-3,R
BL0,O3,19/03/2018 04:00,61.50000,ug m-3,R
BL0,O3,19/03/2018 05:00,53.90000,ug m-3,R
BL0,O3,19/03/2018 06:00,43.00000,ug m-3,R
BL0,O3,19/03/2018 07:00,37.20000,ug m-3,R
BL0,O3,19/03/2018 08:00,41.40000,ug m-3,R
BL0,O3,19/03/2018 09:00,40.60000,ug m-3,R
BL0,O3,19/03/2018 10:00,46.00000,ug m-3,R
BL0,O3,19/03/2018 11:00,48.00000,ug m-3,R
BL0,O3,19/03/2018 12:00,53.70000,ug m-3,R
BL0,O3,19/03/2018 13:00,59.30000,ug m-3,R
BL0,O3,19/03/2018 14:00,63.70000,ug m-3,R
BL0,O3,19/03/2018 15:00,62.10000,ug m-3,R
BL0,O3,19/03/2018 16:00,63.40000,ug m-3,R
BL0,O3,19/03/2018 17:00,62.50000,ug m-3,R
BL0,O3,19/03/2018 18:00,53.70000,ug m-3,R
BL0,O3,19/03/2018 19:00,55.00000,ug m-3,R
BL0,O3,19/03/2018 20:00,42.50000,ug m-3,R
BL0,O3,19/03/2018 21:00,34.90000,ug m-3,R
BL0,O3,19/03/2018 22:00,36.70000,ug m-3,R
BL0,O3,19/03/2018 23:00,39.40000,ug m-3,R
BL0,O3,20/03/2018 00:00,43.20000,ug m-3,R
BL0,O3,20/03/2018 01:00,38.30000,ug m-3,R
BL0,O3,20/03/2018 02:00,47.70000,ug m-3,R
BL0,O3,20/03/2018 03:00,51.30000,ug m-3,R
BL0,O3,20/03/2018 04:00,47.60000,ug m-3,R
BL0,O3,20/03/2018 05:00,34.70000,ug m-3,R
BL0,O3,20/03/2018 06:00,24.90000,ug m-3,R
BL0,O3,20/03/2018 07:00,22.70000,ug m-3,R
BL0,O3,20/03/2018 08:00,31.10000,ug m-3,R
BL0,O3,20/03/2018 09:00,38.70000,ug m-3,R
BL0,O3,20/03/2018 10:00,42.90000,ug m-3,R
BL0,O3,20/03/2018 11:00,54.30000,ug m-3,R
BL0,O3,20/03/2018 12:00,51.90000,ug m-3,R
BL0,O3,20/03/2018 13:00,50.60000,ug m-3,R
BL0,O3,20/03/2018 14:00,49.50000,ug m-3,R
BL0,O3,20/03/2018 15:00,43.20000,ug m-3,R
BL0,O3,20/03/2018 16:00,41.20000,ug m-3,R
BL0,O3,20/03/2018 17:00,38.30000,ug m-3,R
BL0,O3,20/03/2018 18:00,21.50000,ug m-3,R
BL0,O3,20/03/2018 19:00,16.70000,ug m-3,R
BL0,O3,20/03/2018 20:00,23.40000,ug m-3,R
BL0,O3,20/03/2018 21:00,19.50000,ug m-3,R
BL0,O3,20/03/2018 22:00,14.30000,ug m-3,R
BL0,O3,20/03/2018 23:00,21.20000,ug m-3,R
BL0,O3,21/03/2018 00:00,36.60000,ug m-3,R
BL0,O3,21/03/2018 01:00,16.00000,ug m-3,R
BL0,O3,21/03/2018 02:00,19.80000,ug m-3,R
BL0,O3,21/03/2018 03:00,30.90000,ug m-3,R
BL0,O3,21/03/2018 04:00,13.70000,ug m-3,R
BL0,O3,21/03/2018 05:00,1.90000,ug m-3,R
BL0,O3,21/03/2018 06:00,2.20000,ug m-3,R
BL0,O3,21/03/2018 07:00,3.70000,ug m-3,R
BL0,O3,21/03/2018 08:00,6.00000,ug m-3,R
BL0,O3,21/03/2018 09:00,12.70000,ug m-3,R
BL0,O3,21/03/2018 10:00,30.80000,ug m-3,R
BL0,O3,21/03/2018 11:00,40.00000,ug m-3,R
BL0,O3,21/03/2018 12:00,41.00000,ug m-3,R
BL0,O3,21/03/2018 13:00,40.00000,ug m-3,R
BL0,O3,21/03/2018 14:00,44.60000,ug m-3,R
BL0,O3,21/03/2018 15:00,43.90000,ug m-3,R
BL0,O3,21/03/2018 16:00,35.90000,ug m-3,R
BL0,O3,21/03/2018 17:00,27.20000,ug m-3,R
BL0,O3,21/03/2018 18:00,13.60000,ug m-3,R
BL0,O3,21/03/2018 19:00,25.00000,ug m-3,R
BL0,O3,21/03/2018 20:00,20.60000,ug m-3,R
BL0,O3,21/03/2018 21:00,20.90000,ug m-3,R
BL0,O3,21/03/2018 22:00,22.90000,ug m-3,R
BL0,O3,21/03/2018 23:00,27.80000,ug m-3,R
BL0,O3,22/03/2018 00:00,33.80000,ug m-3,R
BL0,O3,22/03/2018 01:00,41.40000,ug m-3,R
BL0,O3,22/03/2018 02:00,39.40000,ug m-3,R
BL0,O3,22/03/2018 03:00,38.40000,ug m-3,R
BL0,O3,22/03/2018 04:00,37.10000,ug m-3,R
BL0,O3,22/03/2018 05:00,33.10000,ug m-3,R
BL0,O3,22/03/2018 06:00,19.00000,ug m-3,R
BL0,O3,22/03/2018 07:00,18.30000,ug m-3,R
BL0,O3,22/03/2018 08:00,16.50000,ug m-3,R
BL0,O3,22/03/2018 09:00,22.40000,ug m-3,R
BL0,O3,22/03/2018 10:00,34.20000,ug m-3,R
BL0,O3,22/03/2018 11:00,30.00000,ug m-3,R
BL0,O3,22/03/2018 12:00,35.20000,ug m-3,R
BL0,O3,22/03/2018 13:00,33.30000,ug m-3,R
BL0,O3,22/03/2018 14:00,43.80000,ug m-3,R
BL0,O3,22/03/2018 15:00,61.00000,ug m-3,R
BL0,O3,22/03/2018 16:00,50.10000,ug m-3,R
BL0,O3,22/03/2018 17:00,50.30000,ug m-3,R
BL0,O3,22/03/2018 18:00,53.70000,ug m-3,R
BL0,O3,22/03/2018 19:00,56.00000,ug m-3,R
BL0,O3,22/03/2018 20:00,67.90000,ug m-3,R
BL0,O3,22/03/2018 21:00,66.10000,ug m-3,R
BL0,O3,22/03/2018 22:00,62.50000,ug m-3,R
BL0,O3,22/03/2018 23:00,67.70000,ug m-3,R
BL0,O3,23/03/2018 00:00,71.00000,ug m-3,R
BL0,O3,23/03/2018 01:00,78.50000,ug m-3,R
BL0,O3,23/03/2018 02:00,78.90000,ug m-3,R
BL0,O3,23/03/2018 03:00,79.70000,ug m-3,R
BL0,O3,23/03/2018 04:00,79.60000,ug m-3,R
BL0,O3,23/03/2018 05:00,77.10000,ug m-3,R
BL0,O3,23/03/2018 06:00,67.20000,ug m-3,R
BL0,O3,23/03/2018 07:00,54.50000,ug m-3,R
BL0,O3,23/03/2018 08:00,44.00000,ug m-3,R
BL0,O3,23/03/2018 09:00,58.80000,ug m-3,R
BL0,O3,23/03/2018 10:00,47.90000,ug m-3,R
BL0,O3,23/03/2018 11:00,62.20000,ug m-3,R
BL0,O3,23/03/2018 12:00,69.00000,ug m-3,R
BL0,O3,23/03/2018 13:00,68.90000,ug m-3,R
BL0,O3,23/03/2018 14:00,64.00000,ug m-3,R
BL0,O3,23/03/2018 15:00,70.40000,ug m-3,R
BL0,O3,23/03/2018 16:00,71.50000,ug m-3,R
BL0,O3,23/03/2018 17:00,63.20000,ug m-3,R
BL0,O3,23/03/2018 18:00,64.00000,ug m-3,R
BL0,O3,23/03/2018 19:00,60.30000,ug m-3,R
BL0,O3,23/03/2018 20:00,56.70000,ug m-3,R
BL0,O3,23/03/2018 21:00,59.90000,ug m-3,R
BL0,O3,23/03/2018 22:00,57.60000,ug m-3,R
BL0,O3,23/03/2018 23:00,60.70000,ug m-3,R
BL0,O3,24/03/2018 00:00,43.50000,ug m-3,R
BL0,O3,24/03/2018 01:00,29.30000,ug m-3,R
BL0,O3,24/03/2018 02:00,35.20000,ug m-3,R
BL0,O3,24/03/2018 03:00,37.30000,ug m-3,R
BL0,O3,24/03/2018 04:00,25.10000,ug m-3,R
BL0,O3,24/03/2018 05:00,22.40000,ug m-3,R
BL0,O3,24/03/2018 06:00,10.70000,ug m-3,R
BL0,O3,24/03/2018 07:00,13.40000,ug m-3,R
BL0,O3,24/03/2018 08:00,14.50000,ug m-3,R
BL0,O3,24/03/2018 09:00,20.80000,ug m-3,R
BL0,O3,24/03/2018 10:00,26.30000,ug m-3,R
BL0,O3,24/03/2018 11:00,28.90000,ug m-3,R
BL0,O3,24/03/2018 12:00,29.30000,ug m-3,R
BL0,O3,24/03/2018 13:00,28.90000,ug m-3,R
BL0,O3,24/03/2018 14:00,28.50000,ug m-3,R
BL0,O3,24/03/2018 15:00,20.00000,ug m-3,R
BL0,O3,24/03/2018 16:00,12.70000,ug m-3,R
BL0,O3,24/03/2018 17:00,11.00000,ug m-3,R
BL0,O3,24/03/2018 18:00,14.90000,ug m-3,R
BL0,O3,24/03/2018 19:00,7.00000,ug m-3,R
BL0,O3,24/03/2018 20:00,15.80000,ug m-3,R
BL0,O3,24/03/2018 21:00,15.10000,ug m-3,R
BL0,O3,24/03/2018 22:00,9.70000,ug m-3,R
BL0,O3,24/03/2018 23:00,10.70000,ug m-3,R
BL0,O3,25/03/2018 00:00,8.20000,ug m-3,R
BL0,O3,25/03/2018 01:00,2.10000,ug m-3,R
BL0,O3,25/03/2018 02:00,9.60000,ug m-3,R
BL0,O3,25/03/2018 03:00,13.50000,ug m-3,R
BL0,O3,25/03/2018 04:00,22.90000,ug m-3,R
BL0,O3,25/03/2018 05:00,14.90000,ug m-3,R
BL0,O3,25/03/2018 06:00,10.80000,ug m-3,R
BL0,O3,25/03/2018 07:00,13.30000,ug m-3,R
BL0,O3,25/03/2018 08:00,19.80000,ug m-3,R
BL0,O3,25/03/2018 09:00,26.10000,ug m-3,R
BL0,O3,25/03/2018 10:00,27.90000,ug m-3,R
BL0,O3,25/03/2018 11:00,25.80000,ug m-3,R
BL0,O3,25/03/2018 12:00,35.60000,ug m-3,R
BL0,O3,25/03/2018 13:00,47.60000,ug m-3,R
BL0,O3,25/03/2018 14:00,46.50000,ug m-3,R
BL0,O3,25/03/2018 15:00,40.40000,ug m-3,R
BL0,O3,25/03/2018 16:00,48.60000,ug m-3,R
BL0,O3,25/03/2018 17:00,25.60000,ug m-3,R
BL0,O3,25/03/2018 18:00,19.50000,ug m-3,R
BL0,O3,25/03/2018 19:00,34.80000,ug m-3,R
BL0,O3,25/03/2018 20:00,30.20000,ug m-3,R
BL0,O3,25/03/2018 21:00,11.80000,ug m-3,R
BL0,O3,25/03/2018 22:00,1.80000,ug m-3,R
BL0,O3,25/03/2018 23:00,4.60000,ug m-3,R
BL0,O3,26/03/2018 00:00,34.10000,ug m-3,R
BL0,O3,26/03/2018 01:00,36.70000,ug m-3,R
BL0,O3,26/03/2018 02:00,34.20000,ug m-3,R
BL0,O3,26/03/2018 03:00,36.60000,ug m-3,R
BL0,O3,26/03/2018 04:00,39.00000,ug m-3,R
BL0,O3,26/03/2018 05:00,38.00000,ug m-3,R
BL0,O3,26/03/2018 06:00,23.10000,ug m-3,R
BL0,O3,26/03/2018 07:00,24.70000,ug m-3,R
BL0,O3,26/03/2018 08:00,27.50000,ug m-3,R
BL0,O3,26/03/2018 09:00,48.90000,ug m-3,R
BL0,O3,26/03/2018 10:00,53.90000,ug m-3,R
BL0,O3,26/03/2018 11:00,48.80000,ug m-3,R
BL0,O3,26/03/2018 12:00,43.70000,ug m-3,R
BL0,O3,26/03/2018 13:00,43.90000,ug m-3,R
BL0,O3,26/03/2018 14:00,45.90000,ug m-3,R
BL0,O3,26/03/2018 15:00,46.30000,ug m-3,R
BL0,O3,26/03/2018 16:00,65.00000,ug m-3,R
BL0,O3,26/03/2018 17:00,62.20000,ug m-3,R
BL0,O3,26/03/2018 18:00,56.90000,ug m-3,R
BL0,O3,26/03/2018 19:00,53.60000,ug m-3,R
BL0,O3,26/03/2018 20:00,42.70000,ug m-3,R
BL0,O3,26/03/2018 21:00,45.50000,ug m-3,R
BL0,O3,26/03/2018 22:00,43.70000,ug m-3,R
BL0,O3,26/03/2018 23:00,45.40000,ug m-3,R
BL0,O3,27/03/2018 00:00,55.80000,ug m-3,R
BL0,O3,27/03/2018 01:00,55.90000,ug m-3,R
BL0,O3,27/03/2018 02:00,74.70000,ug m-3,R
BL0,O3,27/03/2018 03:00,70.20000,ug m-3,R
BL0,O3,27/03/2018 04:00,70.40000,ug m-3,R
BL0,O3,27/03/2018 05:00,62.50000,ug m-3,R
BL0,O3,27/03/2018 06:00,42.00000,ug m-3,R
BL0,O3,27/03/2018 07:00,29.50000,ug m-3,R
BL0,O3,27/03/2018 08:00,24.70000,ug m-3,R
BL0,O3,27/03/2018 09:00,24.00000,ug m-3,R
BL0,O3,27/03/2018 10:00,23.70000,ug m-3,R
BL0,O3,27/03/2018 11:00,17.90000,ug m-3,R
BL0,O3,27/03/2018 12:00,20.80000,ug m-3,R
BL0,O3,27/03/2018 13:00,21.50000,ug m-3,R
BL0,O3,27/03/2018 14:00,29.50000,ug m-3,R
BL0,O3,27/03/2018 15:00,29.20000,ug m-3,R
BL0,O3,27/03/2018 16:00,27.20000,ug m-3,R
BL0,O3,27/03/2018 17:00,32.00000,ug m-3,R
BL0,O3,27/03/2018 18:00,33.70000,ug m-3,R
BL0,O3,27/03/2018 19:00,33.90000,ug m-3,R
BL0,O3,27/03/2018 20:00,24.80000,ug m-3,R
BL0,O3,27/03/2018 21:00,15.70000,ug m-3,R
BL0,O3,27/03/2018 22:00,14.10000,ug m-3,R
BL0,O3,27/03/2018 23:00,32.40000,ug m-3,R
BL0,O3,28/03/2018 00:00,49.20000,ug m-3,R
BL0,O3,28/03/2018 01:00,58.40000,ug m-3,R
BL0,O3,28/03/2018 02:00,58.70000,ug m-3,R
BL0,O3,28/03/2018 03:00,49.50000,ug m-3,R
BL0,O3,28/03/2018 04:00,44.60000,ug m-3,R
BL0,O3,28/03/2018 05:00,53.30000,ug m-3,R
BL0,O3,28/03/2018 06:00,62.40000,ug m-3,R
BL0,O3,28/03/2018 07:00,51.40000,ug m-3,R
BL0,O3,28/03/2018 08:00,23.00000,ug m-3,R
BL0,O3,28/03/2018 09:00,25.70000,ug m-3,R
BL0,O3,28/03/2018 10:00,10.90000,ug m-3,R
BL0,O3,28/03/2018 11:00,17.20000,ug m-3,R
BL0,O3,28/03/2018 12:00,23.90000,ug m-3,R
BL0,O3,28/03/2018 13:00,24.60000,ug m-3,R
BL0,O3,28/03/2018 14:00,30.30000,ug m-3,R
BL0,O3,28/03/2018 15:00,32.80000,ug m-3,R
BL0,O3,28/03/2018 16:00,27.50000,ug m-3,R
BL0,O3,28/03/2018 17:00,33.20000,ug m-3,R
BL0,O3,28/03/2018 18:00,28.50000,ug m-3,R
BL0,O3,28/03/2018 19:00,23.00000,ug m-3,R
BL0,O3,28/03/2018 20:00,7.80000,ug m-3,R
BL0,O3,28/03/2018 21:00,8.80000,ug m-3,R
BL0,O3,28/03/2018 22:00,20.50000,ug m-3,R
BL0,O3,28/03/2018 23:00,21.10000,ug m-3,R
BL0,O3,29/03/2018 00:00,26.00000,ug m-3,R
BL0,O3,29/03/2018 01:00,31.50000,ug m-3,R
BL0,O3,29/03/2018 02:00,38.20000,ug m-3,R
BL0,O3,29/03/2018 03:00,45.10000,ug m-3,R
BL0,O3,29/03/2018 04:00,41.50000,ug m-3,R
BL0,O3,29/03/2018 05:00,26.80000,ug m-3,R
BL0,O3,29/03/2018 06:00,15.10000,ug m-3,R
BL0,O3,29/03/2018 07:00,17.40000,ug m-3,R
BL0,O3,29/03/2018 08:00,34.80000,ug m-3,R
BL0,O3,29/03/2018 09:00,51.30000,ug m-3,R
BL0,O3,29/03/2018 10:00,58.90000,ug m-3,R
BL0,O3,29/03/2018 11:00,56.10000,ug m-3,R
BL0,O3,29/03/2018 12:00,52.00000,ug m-3,R
BL0,O3,29/03/2018 13:00,50.30000,ug m-3,R
BL0,O3,29/03/2018 14:00,55.90000,ug m-3,R
BL0,O3,29/03/2018 15:00,37.90000,ug m-3,R
BL0,O3,29/03/2018 16:00,27.50000,ug m-3,R
BL0,O3,29/03/2018 17:00,41.90000,ug m-3,R
BL0,O3,29/03/2018 18:00,40.00000,ug m-3,R
BL0,O3,29/03/2018 19:00,45.50000,ug m-3,R
BL0,O3,29/03/2018 20:00,46.40000,ug m-3,R
BL0,O3,29/03/2018 21:00,39.60000,ug m-3,R
BL0,O3,29/03/2018 22:00,36.60000,ug m-3,R
BL0,O3,29/03/2018 23:00,44.60000,ug m-3,R
BL0,O3,30/03/2018 00:00,47.40000,ug m-3,R
BL0,O3,30/03/2018 01:00,50.20000,ug m-3,R
BL0,O3,30/03/2018 02:00,47.10000,ug m-3,R
BL0,O3,30/03/2018 03:00,49.00000,ug m-3,R
BL0,O3,30/03/2018 04:00,44.70000,ug m-3,R
BL0,O3,30/03/2018 05:00,28.90000,ug m-3,R
BL0,O3,30/03/2018 06:00,21.60000,ug m-3,R
BL0,O3,30/03/2018 07:00,24.30000,ug m-3,R
BL0,O3,30/03/2018 08:00,36.80000,ug m-3,R
BL0,O3,30/03/2018 09:00,29.50000,ug m-3,R
BL0,O3,30/03/2018 10:00,24.00000,ug m-3,R
BL0,O3,30/03/2018 11:00,28.70000,ug m-3,R
BL0,O3,30/03/2018 12:00,35.10000,ug m-3,R
BL0,O3,30/03/2018 13:00,31.60000,ug m-3,R
BL0,O3,30/03/2018 14:00,30.20000,ug m-3,R
BL0,O3,30/03/2018 15:00,37.20000,ug m-3,R
BL0,O3,30/03/2018 16:00,29.20000,ug m-3,R
BL0,O3,30/03/2018 17:00,9.30000,ug m-3,R
BL0,O3,30/03/2018 18:00,17.90000,ug m-3,R
BL0,O3,30/03/2018 19:00,40.80000,ug m-3,R
BL0,O3,30/03/2018 20:00,47.70000,ug m-3,R
BL0,O3,30/03/2018 21:00,51.20000,ug m-3,R
BL0,O3,30/03/2018 22:00,47.30000,ug m-3,R
BL0,O3,30/03/2018 23:00,49.40000,ug m-3,R
BL0,O3,31/03/2018 00:00,54.00000,ug m-3,R
BL0,O3,31/03/2018 01:00,51.10000,ug m-3,R
BL0,O3,31/03/2018 02:00,51.00000,ug m-3,R
BL0,O3,31/03/2018 03:00,51.80000,ug m-3,R
BL0,O3,31/03/2018 04:00,52.70000,ug m-3,R
BL0,O3,31/03/2018 05:00,48.70000,ug m-3,R
BL0,O3,31/03/2018 06:00,42.50000,ug m-3,R
BL0,O3,31/03/2018 07:00,42.80000,ug m-3,R
BL0,O3,31/03/2018 08:00,44.70000,ug m-3,R
BL0,O3,31/03/2018 09:00,43.00000,ug m-3,R
BL0,O3,31/03/2018 10:00,28.80000,ug m-3,R
BL0,O3,31/03/2018 11:00,27.20000,ug m-3,R
BL0,O3,31/03/2018 12:00,17.60000,ug m-3,R
BL0,O3,31/03/2018 13:00,22.30000,ug m-3,R
BL0,O3,31/03/2018 14:00,18.70000,ug m-3,R
BL0,O3,31/03/2018 15:00,27.00000,ug m-3,R
BL0,O3,31/03/2018 16:00,17.90000,ug m-3,R
BL0,O3,31/03/2018 17:00,29.70000,ug m-3,R
BL0,O3,31/03/2018 18:00,18.80000,ug m-3,R
BL0,O3,31/03/2018 19:00,25.90000,ug m-3,R
BL0,O3,31/03/2018 20:00,25.10000,ug m-3,R
BL0,O3,31/03/2018 21:00,24.90000,ug m-3,R
BL0,O3,31/03/2018 22:00,31.80000,ug m-3,R
BL0,O3,31/03/2018 23:00,32.10000,ug m-3,R
BL0,O3,01/04/2018 00:00,35.00000,ug m-3,P
BL0,O3,01/04/2018 01:00,36.90000,ug m-3,P
BL0,O3,01/04/2018 02:00,39.70000,ug m-3,P
BL0,O3,01/04/2018 03:00,37.90000,ug m-3,P
BL0,O3,01/04/2018 04:00,40.30000,ug m-3,P
BL0,O3,01/04/2018 05:00,37.50000,ug m-3,P
BL0,O3,01/04/2018 06:00,37.10000,ug m-3,P
BL0,O3,01/04/2018 07:00,33.10000,ug m-3,P
BL0,O3,01/04/2018 08:00,35.70000,ug m-3,P
BL0,O3,01/04/2018 09:00,32.50000,ug m-3,P
BL0,O3,01/04/2018 10:00,43.30000,ug m-3,P
BL0,O3,01/04/2018 11:00,42.10000,ug m-3,P
BL0,O3,01/04/2018 12:00,46.10000,ug m-3,P
BL0,O3,01/04/2018 13:00,47.70000,ug m-3,P
BL0,O3,01/04/2018 14:00,42.10000,ug m-3,P
BL0,O3,01/04/2018 15:00,30.30000,ug m-3,P
BL0,O3,01/04/2018 16:00,27.10000,ug m-3,P
BL0,O3,01/04/2018 17:00,41.30000,ug m-3,P
BL0,O3,01/04/2018 18:00,39.50000,ug m-3,P
BL0,O3,01/04/2018 19:00,23.20000,ug m-3,P
BL0,O3,01/04/2018 20:00,27.50000,ug m-3,P
BL0,O3,01/04/2018 21:00,58.50000,ug m-3,P
BL0,O3,01/04/2018 22:00,66.90000,ug m-3,P
BL0,O3,01/04/2018 23:00,52.90000,ug m-3,P
BL0,O3,02/04/2018 00:00,35.90000,ug m-3,P
BL0,O3,02/04/2018 01:00,45.10000,ug m-3,P
BL0,O3,02/04/2018 02:00,54.70000,ug m-3,P
BL0,O3,02/04/2018 03:00,54.90000,ug m-3,P
BL0,O3,02/04/2018 04:00,54.10000,ug m-3,P
BL0,O3,02/04/2018 05:00,56.70000,ug m-3,P
BL0,O3,02/04/2018 06:00,49.30000,ug m-3,P
BL0,O3,02/04/2018 07:00,46.50000,ug m-3,P
BL0,O3,02/04/2018 08:00,47.50000,ug m-3,P
BL0,O3,02/04/2018 09:00,43.50000,ug m-3,P
BL0,O3,02/04/2018 10:00,48.90000,ug m-3,P
BL0,O3,02/04/2018 11:00,45.30000,ug m-3,P
BL0,O3,02/04/2018 12:00,37.30000,ug m-3,P
BL0,O3,02/04/2018 13:00,42.90000,ug m-3,P
BL0,O3,02/04/2018 14:00,38.90000,ug m-3,P
BL0,O3,02/04/2018 15:00,43.30000,ug m-3,P
BL0,O3,02/04/2018 16:00,38.50000,ug m-3,P
BL0,O3,02/04/2018 17:00,39.10000,ug m-3,P
BL0,O3,02/04/2018 18:00,33.30000,ug m-3,P
BL0,O3,02/04/2018 19:00,27.70000,ug m-3,P
BL0,O3,02/04/2018 20:00,31.70000,ug m-3,P
BL0,O3,02/04/2018 21:00,47.10000,ug m-3,P
BL0,O3,02/04/2018 22:00,51.70000,ug m-3,P
BL0,O3,02/04/2018 23:00,58.50000,ug m-3,P
BL0,O3,03/04/2018 00:00,58.90000,ug m-3,P
BL0,O3,03/04/2018 01:00,62.30000,ug m-3,P
BL0,O3,03/04/2018 02:00,56.90000,ug m-3,P
BL0,O3,03/04/2018 03:00,60.10000,ug m-3,P
BL0,O3,03/04/2018 04:00,60.10000,ug m-3,P
BL0,O3,03/04/2018 05:00,49.90000,ug m-3,P
BL0,O3,03/04/2018 06:00,39.90000,ug m-3,P
BL0,O3,03/04/2018 07:00,32.50000,ug m-3,P
BL0,O3,03/04/2018 08:00,42.10000,ug m-3,P
BL0,O3,03/04/2018 09:00,48.30000,ug m-3,P
BL0,O3,03/04/2018 10:00,53.10000,ug m-3,P
